from_chunk,to_chunk,similarity,relation,shared_programs,from_cluster,to_cluster,from_title,to_title
9-1,3-0,0.948,other_document,ESTO19 FATU6 FATU94 PEDI44,130,130,"Relatório Posição Plano de Produção (CFAB24) — efetua a efetiva, remessa oper, configuração da operação",Registro Controle Produção e Estoque (ESTO19) — TESTE CONSIGNAÇÃO
9-2,159-14,0.961,other_document,ESTO7 FATU6 PEDI44,130,130,Consulta Estoque Produto (ESTO7) — Aqui abaixo pesquisas adicionais referente a rotina de Consignação,"Registro Controle Produção e Estoque (ESTO19) — efetua a efetiva, remessa oper, saldo no controle"
9-2,159-9,0.924,other_document,ESTO7 PEDI44,130,91,Consulta Estoque Produto (ESTO7) — Aqui abaixo pesquisas adicionais referente a rotina de Consignação,"Consulta Estoque Produto (ESTO7) — rotina de consignação, estoque fisico, zerando a qtde"
9-2,9-0,0.914,same_topic,FATU6 PEDI44,130,130,Consulta Estoque Produto (ESTO7) — Aqui abaixo pesquisas adicionais referente a rotina de Consignação,"Transferência entre Localização (ESTO23) — estoque na localização, transferir as qtdes, sequência é utilizado"
9-2,159-10,0.913,other_document,FATU6,130,130,Consulta Estoque Produto (ESTO7) — Aqui abaixo pesquisas adicionais referente a rotina de Consignação,"ADMI125 — Processo posterior, tendo o cliente “vendido” o produto"
9-2,159-8,0.913,other_document,FATU6,130,-1,Consulta Estoque Produto (ESTO7) — Aqui abaixo pesquisas adicionais referente a rotina de Consignação,"Registro Controle Produção e Estoque (ESTO19) — produção e estoque, versão da rotina, fechamento do custo"
10-0,62-2,0.940,other_document,ADMI19,-1,-1,Condições de Pagamento (ADMI19) — Estruturação de produto,"Condições de Pagamento (ADMI19) — saldo na localização, categoria de entrega, tabela api controle"
10-0,62-1,0.932,other_document,,-1,-1,Condições de Pagamento (ADMI19) — Estruturação de produto,"Pessoas Físicas/Jurídicas (ADMI34) — interface api, excluida da tabela, ele não reimporta"
10-0,522-0,0.914,other_document,,-1,34,Condições de Pagamento (ADMI19) — Estruturação de produto,"Nota Fiscal de Saída (FATU2) — venda da pegada, unitários e totais, job que integre"
10-0,561-1,0.911,other_document,,-1,111,Condições de Pagamento (ADMI19) — Estruturação de produto,ADMI111 — Criar um JOB que integre os dados com a API criada no pedido serviço nro 61057 (API DE…
10-0,573-17,0.909,other_document,,-1,-1,Condições de Pagamento (ADMI19) — Estruturação de produto,Pedido de Venda (PEDI1) — PEDIDO DE VENDA - ALTERÇÃO - CONDIÇÃO DE PAGAMETO SOME QUANDO ALTERADO O CLIENTE
10-1,561-1,0.925,other_document,ADMI171 PEDI83,-1,111,"ADMI171 — cintos, venda interface api, inserir os materiais",ADMI111 — Criar um JOB que integre os dados com a API criada no pedido serviço nro 61057 (API DE…
10-1,170-39,0.924,other_document,MPSP5,-1,-1,"ADMI171 — cintos, venda interface api, inserir os materiais",Plano de Produção (MPSP5) — Plano de Produção - Acrescentar alguns filtros para facilitar a seleção dos pedidos no…
10-1,960-0,0.922,other_document,CFAB1 ESTO25 MPSP5,-1,-1,"ADMI171 — cintos, venda interface api, inserir os materiais","Encerramento de Ordem de Fabricação (CFAB1) — quantidade produzida entrou, consultando o estoque, estorno dos apontamentos"
10-1,364-1,0.920,other_document,MPSP5,-1,-1,"ADMI171 — cintos, venda interface api, inserir os materiais",Composição Plano Produção (CFAB20) — CFAB20 - Analisar relatório não está exibindo todas as quantidades que realmente estão no…
10-1,593-15,0.919,other_document,MPSP5,-1,-1,"ADMI171 — cintos, venda interface api, inserir os materiais",Apontamento Rótulos (CFAB65) — PROJETO IMPLANTAÇÃO VENDA ESTOQUE FUTURO
11-0,470-1,0.922,other_document,PEDI4 PEDI84,-1,-1,Pessoas Físicas/Jurídicas (ADMI34) — Cronograma de treinamento Painéis de Manufatura Brisa e Rotinas novas,"Relatório de Pedidos Aptos a Faturar (CEXC11) — criar novo painel, sistema deve identificar, possível movimentar localização"
11-0,915-0,0.917,other_document,PEDI1 PEDI4,-1,-1,Pessoas Físicas/Jurídicas (ADMI34) — Cronograma de treinamento Painéis de Manufatura Brisa e Rotinas novas,"ADMI10 — data e hora, carga horaria, pedidos de migração"
11-0,921-1,0.916,other_document,,-1,-1,Pessoas Físicas/Jurídicas (ADMI34) — Cronograma de treinamento Painéis de Manufatura Brisa e Rotinas novas,"Emissão Cartão Componente (CFAB17) — Relatório é gerado, e o mesmo está correto: 514 / 3039 515 / 3039"
11-0,960-1,0.915,other_document,PEDI4,-1,-1,Pessoas Físicas/Jurídicas (ADMI34) — Cronograma de treinamento Painéis de Manufatura Brisa e Rotinas novas,"Emissão de OF (CFAB7) — marcada justificativa inserida, autorização foi enviado, relatório a partir"
11-0,933-0,0.915,other_document,,-1,30,Pessoas Físicas/Jurídicas (ADMI34) — Cronograma de treinamento Painéis de Manufatura Brisa e Rotinas novas,"Exercício Fiscal (ADMI53) — Ao confirmar o recebimento é gerado a nota de entrada FATU3. Obs, caso der algum"
12-0,497-14,0.906,other_document,FATU2,-1,84,Consulta Estoque Produto (ESTO7) — Objetivo Acesso Solicitações Detalhamento das Solicitações,"Consulta Local de Armazenagem (ESTO97) — painel de embarque, fiz o faturamento, questão dos lotes"
12-0,919-0,0.904,other_document,PEDI4,-1,30,Consulta Estoque Produto (ESTO7) — Objetivo Acesso Solicitações Detalhamento das Solicitações,FATU79 — Quantidade informada: 631 / 3039
12-0,949-4,0.904,other_document,,-1,-1,Consulta Estoque Produto (ESTO7) — Objetivo Acesso Solicitações Detalhamento das Solicitações,"Estruturação de Produto (EPRO15) — ocorrência de inserção, anteriores ao último, cálculo no fpv"
12-0,252-13,0.904,other_document,,-1,-1,Consulta Estoque Produto (ESTO7) — Objetivo Acesso Solicitações Detalhamento das Solicitações,Transferência entre Localização (ESTO23) — Erro de estoque na localização de destino ao tentar confirmar transferência entre…
12-0,921-2,0.904,other_document,,-1,-1,Consulta Estoque Produto (ESTO7) — Objetivo Acesso Solicitações Detalhamento das Solicitações,"Plano de Necessidades de Compras (COMP13) — estoque do material, gerada e confirmada, utilizado no ponto"
13-0,401-3,0.903,other_document,MPSP20 PEDI1,-1,-1,Consulta Ordem de Fabricação (CFAB2) — Criado um LE: Liberado pelo MPSP20,"Lote Produção Estoque p/ Venda Estoque Futuro (MPSP20) — permitir faturar, algum saldo, tenha ficado"
13-0,406-1,0.902,other_document,,-1,-1,Consulta Ordem de Fabricação (CFAB2) — Criado um LE: Liberado pelo MPSP20,"MPSP15 — resultado da coluna, atender a demanda, estoque final"
13-0,460-6,0.898,other_document,,-1,-1,Consulta Ordem de Fabricação (CFAB2) — Criado um LE: Liberado pelo MPSP20,"CFAB11 — capas, programação e posterior, posteriormente os materiais"
13-0,401-11,0.897,other_document,MPSP20,-1,-1,Consulta Ordem de Fabricação (CFAB2) — Criado um LE: Liberado pelo MPSP20,"Lote Produção Estoque p/ Venda Estoque Futuro (MPSP20) — estoque futuro, liberar"
13-0,593-35,0.897,other_document,ESTO7 MPSP20,-1,-1,Consulta Ordem de Fabricação (CFAB2) — Criado um LE: Liberado pelo MPSP20,"Consulta Estoque Produto (ESTO7) + Lote Produção Estoque p/ Venda Estoque Futuro (MPSP20) — estoque futuro, liberar"
14-0,14-1,0.890,same_record,,1,1,"atta base, suporte, estruturada","passagem de conhecimento, transcricao, documento original"
14-0,14-4,0.882,same_record,,1,1,"atta base, suporte, estruturada","faturamento entre empresa, entrada com importacao, passo a passo"
14-0,14-2,0.875,same_record,,1,1,"atta base, suporte, estruturada","importacao de extrato, faturamento sem estoque, reuniao"
14-0,14-15,0.872,same_record,,1,2,"atta base, suporte, estruturada","declaração de importação, regra do sistema, nao deve assumir"
14-0,232-4,0.872,other_document,,1,-1,"atta base, suporte, estruturada",Relatório Posição Estoque (ESTO13) — Pegada: Relatório Posição do Estoque não gera devido formato de DATA de alguns parametros
14-1,87-1,0.903,other_document,,1,1,"passagem de conhecimento, transcricao, documento original","arquivo e banco, update direto, houver divergencia"
14-1,14-3,0.901,same_record,,1,1,"passagem de conhecimento, transcricao, documento original","fato resto, chamado depender, trechos"
14-1,14-15,0.895,same_record,,1,2,"passagem de conhecimento, transcricao, documento original","declaração de importação, regra do sistema, nao deve assumir"
14-1,14-14,0.890,same_record,,1,1,"passagem de conhecimento, transcricao, documento original","revisar a partir, necessidade de manter, entender o problema"
14-1,14-0,0.890,same_record,,1,1,"passagem de conhecimento, transcricao, documento original","atta base, suporte, estruturada"
14-2,14-9,0.879,same_record,,1,1,"importacao de extrato, faturamento sem estoque, reuniao","estava sendo gerada, apuracao, problema de cadastro"
14-2,14-14,0.878,same_record,,1,1,"importacao de extrato, faturamento sem estoque, reuniao","revisar a partir, necessidade de manter, entender o problema"
14-2,180-2,0.877,other_document,,1,70,"importacao de extrato, faturamento sem estoque, reuniao","CONT59 — gerar o custo, níveis de semi-acabados, efetuado os procedimentos"
14-2,14-15,0.876,same_record,,1,2,"importacao de extrato, faturamento sem estoque, reuniao","declaração de importação, regra do sistema, nao deve assumir"
14-2,14-0,0.875,same_record,,1,1,"importacao de extrato, faturamento sem estoque, reuniao","atta base, suporte, estruturada"
14-3,14-1,0.901,same_record,,1,1,"fato resto, chamado depender, trechos","passagem de conhecimento, transcricao, documento original"
14-3,87-1,0.900,other_document,,1,1,"fato resto, chamado depender, trechos","arquivo e banco, update direto, houver divergencia"
14-3,14-13,0.896,same_record,,1,1,"fato resto, chamado depender, trechos","treinamento de mdf-e, nao ficou claro, fechada no momento"
14-3,14-14,0.893,same_record,,1,1,"fato resto, chamado depender, trechos","revisar a partir, necessidade de manter, entender o problema"
14-3,14-15,0.893,same_record,,1,2,"fato resto, chamado depender, trechos","declaração de importação, regra do sistema, nao deve assumir"
14-4,14-5,0.882,same_record,,1,1,"faturamento entre empresa, entrada com importacao, passo a passo","contrato de cambio, nao deve assumir, texto legal"
14-4,14-0,0.882,same_record,,1,1,"faturamento entre empresa, entrada com importacao, passo a passo","atta base, suporte, estruturada"
14-4,14-3,0.875,same_record,,1,1,"faturamento entre empresa, entrada com importacao, passo a passo","fato resto, chamado depender, trechos"
14-4,14-15,0.874,same_record,,1,2,"faturamento entre empresa, entrada com importacao, passo a passo","declaração de importação, regra do sistema, nao deve assumir"
14-4,14-8,0.870,same_record,,1,1,"faturamento entre empresa, entrada com importacao, passo a passo","exportacao, apenas quando for, nota de saida"
14-5,14-14,0.951,same_record,,1,1,"contrato de cambio, nao deve assumir, texto legal","revisar a partir, necessidade de manter, entender o problema"
14-5,14-15,0.937,same_record,,1,2,"contrato de cambio, nao deve assumir, texto legal","declaração de importação, regra do sistema, nao deve assumir"
14-5,14-9,0.928,same_record,,1,1,"contrato de cambio, nao deve assumir, texto legal","estava sendo gerada, apuracao, problema de cadastro"
14-5,14-6,0.926,same_record,,1,1,"contrato de cambio, nao deve assumir, texto legal","vez que houver, parametro de geracao, descricao do produto"
14-5,801-4,0.920,other_document,,1,8,"contrato de cambio, nao deve assumir, texto legal","ADMI122 — servidor de aplicação, doccob entrada, processado"
14-6,14-5,0.926,same_record,,1,1,"vez que houver, parametro de geracao, descricao do produto","contrato de cambio, nao deve assumir, texto legal"
14-6,14-9,0.924,same_record,,1,1,"vez que houver, parametro de geracao, descricao do produto","estava sendo gerada, apuracao, problema de cadastro"
14-6,14-14,0.924,same_record,,1,1,"vez que houver, parametro de geracao, descricao do produto","revisar a partir, necessidade de manter, entender o problema"
14-6,14-11,0.917,same_record,,1,1,"vez que houver, parametro de geracao, descricao do produto","fundamentacao legal, observacoes fiscais texto, tags do xml"
14-6,14-13,0.905,same_record,,1,1,"vez que houver, parametro de geracao, descricao do produto","treinamento de mdf-e, nao ficou claro, fechada no momento"
14-7,14-14,0.913,same_record,,1,1,"nao ficou claro, existe um fluxo, validador de xml","revisar a partir, necessidade de manter, entender o problema"
14-7,14-13,0.911,same_record,,1,1,"nao ficou claro, existe um fluxo, validador de xml","treinamento de mdf-e, nao ficou claro, fechada no momento"
14-7,14-11,0.911,same_record,,1,1,"nao ficou claro, existe um fluxo, validador de xml","fundamentacao legal, observacoes fiscais texto, tags do xml"
14-7,14-5,0.906,same_record,,1,1,"nao ficou claro, existe um fluxo, validador de xml","contrato de cambio, nao deve assumir, texto legal"
14-7,14-15,0.898,same_record,,1,2,"nao ficou claro, existe um fluxo, validador de xml","declaração de importação, regra do sistema, nao deve assumir"
14-8,14-14,0.916,same_record,,1,1,"exportacao, apenas quando for, nota de saida","revisar a partir, necessidade de manter, entender o problema"
14-8,14-5,0.914,same_record,,1,1,"exportacao, apenas quando for, nota de saida","contrato de cambio, nao deve assumir, texto legal"
14-8,14-9,0.902,same_record,,1,1,"exportacao, apenas quando for, nota de saida","estava sendo gerada, apuracao, problema de cadastro"
14-8,14-11,0.902,same_record,,1,1,"exportacao, apenas quando for, nota de saida","fundamentacao legal, observacoes fiscais texto, tags do xml"
14-8,14-15,0.900,same_record,,1,2,"exportacao, apenas quando for, nota de saida","declaração de importação, regra do sistema, nao deve assumir"
14-9,14-14,0.930,same_record,,1,1,"estava sendo gerada, apuracao, problema de cadastro","revisar a partir, necessidade de manter, entender o problema"
14-9,14-5,0.928,same_record,,1,1,"estava sendo gerada, apuracao, problema de cadastro","contrato de cambio, nao deve assumir, texto legal"
14-9,14-6,0.924,same_record,,1,1,"estava sendo gerada, apuracao, problema de cadastro","vez que houver, parametro de geracao, descricao do produto"
14-9,14-15,0.918,same_record,,1,2,"estava sendo gerada, apuracao, problema de cadastro","declaração de importação, regra do sistema, nao deve assumir"
14-9,14-13,0.914,same_record,,1,1,"estava sendo gerada, apuracao, problema de cadastro","treinamento de mdf-e, nao ficou claro, fechada no momento"
14-10,634-10,0.928,other_document,,139,139,"analise de credito, logica antiga, nao deve assumir",JOB ANALISE DE CRÉDITO - TRATAMENTO POR GRUPO ANÁLISE DE CRÉDITO
14-10,579-3,0.909,other_document,,139,139,"analise de credito, logica antiga, nao deve assumir","Relatório Carteira de Pedidos (VEND35) — classe de risco, muita atenção, estiver ativado"
14-10,14-14,0.903,same_record,,139,1,"analise de credito, logica antiga, nao deve assumir","revisar a partir, necessidade de manter, entender o problema"
14-10,14-5,0.903,same_record,,139,1,"analise de credito, logica antiga, nao deve assumir","contrato de cambio, nao deve assumir, texto legal"
14-10,14-12,0.903,same_record,,139,1,"analise de credito, logica antiga, nao deve assumir","momento da reuniao, comissao, proprio treinamento"
14-11,14-14,0.933,same_record,,1,1,"fundamentacao legal, observacoes fiscais texto, tags do xml","revisar a partir, necessidade de manter, entender o problema"
14-11,14-5,0.917,same_record,,1,1,"fundamentacao legal, observacoes fiscais texto, tags do xml","contrato de cambio, nao deve assumir, texto legal"
14-11,14-6,0.917,same_record,,1,1,"fundamentacao legal, observacoes fiscais texto, tags do xml","vez que houver, parametro de geracao, descricao do produto"
14-11,14-9,0.913,same_record,,1,1,"fundamentacao legal, observacoes fiscais texto, tags do xml","estava sendo gerada, apuracao, problema de cadastro"
14-11,14-7,0.911,same_record,,1,1,"fundamentacao legal, observacoes fiscais texto, tags do xml","nao ficou claro, existe um fluxo, validador de xml"
14-12,14-9,0.909,same_record,,1,1,"momento da reuniao, comissao, proprio treinamento","estava sendo gerada, apuracao, problema de cadastro"
14-12,14-10,0.903,same_record,,1,139,"momento da reuniao, comissao, proprio treinamento","analise de credito, logica antiga, nao deve assumir"
14-12,14-6,0.897,same_record,,1,1,"momento da reuniao, comissao, proprio treinamento","vez que houver, parametro de geracao, descricao do produto"
14-12,14-13,0.897,same_record,,1,1,"momento da reuniao, comissao, proprio treinamento","treinamento de mdf-e, nao ficou claro, fechada no momento"
